Unnamed: 0,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,sadness,feelings,topic,age
4189,simon & garfunkel,why don't you write me,1970,pop,write jungle hungry hear send card wait hard near write wrong know maybe lose cost airfare tell tell write letter brighten loneliest even mail today leave monday morning sit hop wish mail come word wednesday thursday sign drink half bottle iodine friday gonna hang body highest tree write write write write write write write,54,0.001253133,0.041777634,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.2099320235817253,0.001253133,0.5035596274916656,0.1674195098151734,0.001253133,0.035357913,0.001253133,0.001253133,music,0.7142857142857143
4191,four tops,it's all in the game,1970,pop,tear fall game wonderful game know know word word future look things heart rise rise game soon sweet sweet bouquet sweet bouquet kiss lips caress wait fingertips heart hearts come sing kiss lips caress wait fingertips heart away game game call game game call,44,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.201149613,0.065346906,0.1015180256953608,0.149063199,0.001385042,0.084064959,0.001385042,0.3808517556326607,0.001385042,sadness,0.7142857142857143
4196,badfinger,i don't mind,1970,pop,bird sing doorbells ring answer people lovely outside mind live ride mind people lazy step inside begin know mind days nights alright easy break time make rhyme mind give step inside ride know mind,34,0.001594896,0.001594896,0.3035089398056596,0.2212114077033206,0.001594896,0.001594896,0.001594897,0.001594897,0.001594896,0.1650263082115911,0.096868157,0.001594896,0.063234062,0.1294174720303501,0.001594896,world/life,0.7142857142857143
4198,jerry lee lewis,she even woke me up to say goodbye,1970,pop,morning come lord mind ache stand quietly door like heart silently break tear go tumble floor talk lord see pity eye understand sorrow matter know try baby pack soft things leave leave leave know mean heart lord mind mean unkind wake goodbye heart lord mind mean unkind wake goodbye goodbye baby,51,0.077890816,0.001169591,0.001169591,0.001169591,0.001169591,0.095405071,0.1086572318700327,0.3060263983102917,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.3262021035349613,0.070613701,sadness,0.7142857142857143
4200,brian hyland,gypsy woman,1970,pop,caravan campfire light lovely woman motion hair dark night eye like dark hypnotize woman woman dance round guitar face aglow enchant hold near kiss forever whisper woman woman caravan dance wait rise have hate lady know know woman woman woman woman woman,42,0.036095512,0.001461989,0.001461988,0.001461988,0.001461988,0.001461988,0.5263688562384065,0.001461988,0.001461988,0.031412696,0.001461988,0.3560504151995733,0.001461988,0.001461988,0.001461988,romantic,0.7142857142857143
4204,free,fire and water,1970,pop,single heartache comin wanna goodbye baby look tear wanna goodbye mama look nice heart know water daughter take poor heart break poor man heart break baby turn quick flash go baby gonna leave gonna grieve water daughter take poor heart break poor heart break heart breakin yeah alright wanna goodbye baby look tear nice heart know water daughter take poor man heart break water daughter baby take poor heart break heart break baby heart breakin heart breakin listen,78,0.1048559113820424,0.000773994,0.000773994,0.000773994,0.017488375,0.1094419063779197,0.052644348,0.000773994,0.05362717,0.000773994,0.000773994,0.000773994,0.000773994,0.4359513024641958,0.000773994,sadness,0.7142857142857143
4207,ike & tina turner,son of a preacher man,1970,pop,preacher daddy visit come gather start talkin walkin walkin look eye lord know surprise reach preacher teach preacher bein good easy matter hard start sweet talkin come tell right kiss tell right away tonight reach preacher teach preacher remember look eye stealin kiss takin time time tellin learnin knowin lookin grow reach preacher teach preacher reach sweet talkin preacher teach preacher reach sweet talkin preacher,65,0.001096491,0.001096491,0.2503068844665934,0.097061599,0.001096491,0.069037104,0.1718801286816538,0.001096491,0.3025301221949757,0.001096491,0.001096491,0.094929774,0.001096491,0.001096491,0.001096491,obscene,0.7142857142857143
4209,todd rundgren,we gotta get you a woman,1970,pop,think posthangin days sunkin eye sigh tell lie wise tell gonna pull thing leave gotta woman like nothin feel sure alive gotta woman better walkin wastin time talkin friend come meet street seat treat feel gotta woman like nothin feel sure alive gotta woman better walkin wastin time talkin talkin bout life mean mean nothin thing know true time thing cause gotta woman like nothin feel sure alive gotta woman better walkin wastin time talkin talkin bout things special stupid sure time thing cause woman know better leave time thing cause thing cause thing cause gotta woman gotta woman gotta woman,101,0.000554017,0.023615391,0.040182903,0.024766195,0.000554017,0.000554017,0.142687728,0.2676925145043872,0.3735770618516393,0.000554017,0.000554017,0.000554017,0.000554017,0.000554017,0.048404717,obscene,0.7142857142857143
4213,michael nesmith,mama nantucket,1970,pop,whoa mama nantucket try kick habit couldn sting try relieve wasn believer range ohmytyyiyippee change range ohmytyyiyippee change dollar sure answer little time play follow leader sure winner things mind range ohmytyyiyippee change range ohmytyyiyippee change people run come everybody sing different tune fall like quarrel tomorrow past hop happen happen fast range ohmytyyiyippee change range ohmytyyiyippee change whoa lidalodalahee range ohmytyyiyippee change range ohmytyyiyippee change change,67,0.00122399,0.00122399,0.5029085682613247,0.00122399,0.069122551,0.055848551,0.00122399,0.1485043259281143,0.08406681,0.064755882,0.00122399,0.00122399,0.00122399,0.033874948,0.00122399,world/life,0.7142857142857143
4214,bobby bloom,montego bay,1970,pop,meet boac land key hand adjust drivin right montego sing whoaohoh whoaoh whoawhoa whoaohoh whoa whoaohoh whoaoh whoawhoa whoaohoh whoa come sing loud come sing montego whoaohoh whoaoh whoawhoa whoaohoh whoa meet like brother think remember twice good like cool silver thirst thirsty montego sing whoaohoh whoaoh whoawhoa whoaohoh whoa whoaohoh whoaoh whoawhoa whoaohoh whoa come sing loud come sing montego whoaohoh whoaoh whoawhoa whoaohoh whoa lilo lobster feel motion home tell hard stay away high montego sing whoaohoh whoaoh whoawhoa whoaohoh whoa whoaohoh whoaoh whoawhoa whoaohoh whoa come sing loud come sing montego whoaohoh whoaoh whoawhoa whoaohoh whoa dance streets sing loud come sing montego whoaohoh whoaoh whoawhoa whoa whoa beautiful mornin beautiful beautiful feelin goin,117,0.092077505,0.000835422,0.000835422,0.000835422,0.1907078244695499,0.072489567,0.000835422,0.000835422,0.000835422,0.334779948,0.000835422,0.1186219884105023,0.000835422,0.000835422,0.042194555,music,0.7142857142857143
4223,nick drake,one of these things first,1970,pop,sailor cook real live lover book signpost clock simple kettle steady things lyric commercial,14,0.005263158,0.005263158,0.4061144306235488,0.1021454510469292,0.005263158,0.005263158,0.1052631578953942,0.005263158,0.005263158,0.005263158,0.005263158,0.005263158,0.005263158,0.005263158,0.1042112492099167,world/life,0.7142857142857143
4226,bread,make it with you,1970,pop,try reach climb rainbows baby go dream sleep life wonder song lead want think girl know little thing time tell believe things life short long right wrong choose like help like think girl baby know dream sleep life choose like help like think girl,44,0.049737822,0.001196172,0.3170836473905022,0.098437623,0.001196172,0.05497973,0.001196172,0.2661002318540071,0.001196172,0.02753775,0.001196172,0.001196172,0.001196172,0.001196172,0.001196172,world/life,0.7142857142857143
4238,carole king,child of mine,1970,pop,world different touch wonder color picture design sweet darling child child child sweet darling child need direction know want hold want watch grow teach look sweet darling child gonna kill dream tell live life people hard change head smile time bear best time come better rest know honest kind sweet darling child repeat time,54,0.001012146,0.069201008,0.3219626882500679,0.001012146,0.001012146,0.001012146,0.2274296784316364,0.1221112284897298,0.001012146,0.001012146,0.001012146,0.001012146,0.1861436792864377,0.001012146,0.001012146,world/life,0.7142857142857143
4241,mark lindsay,arizona,1970,pop,belong lose postin poster poncho cisco california say believe hood brotherhood colour green grey laugh anybody know pray arizona rainbow shade arizona look world myyy arizona indian braid arizona tcha mmmm strip pride act like teenybopper away child scrape paint face little saint arizona hobo shoe arizona tcha follow guide count cristo count believe hood brotherhood roll ball read aesop fable stayayay arizona rainbow shade arizona look world arizona indian braid arizona tcha arizona hobo shoe arizona look world arizona ball blue arizona tcha come arizona rainbow shade,88,0.001385042,0.001385042,0.3751155569372349,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.5306229688121146,0.001385042,0.001385042,0.001385042,0.001385042,world/life,0.7142857142857143
4244,simon & garfunkel,"so long, frank lloyd wright",1970,pop,long believe song go soon barely learn tune soon soon remember nights harmonize till laugh long long long architects come architects change point view stop awhile think architects come architects change point view long nights harmonize till laugh long long long long long long long long long long long,49,0.001253133,0.001253133,0.3174242121054211,0.4598229005483144,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.1787697880992104,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,night/time,0.7142857142857143
4247,badfinger,believe me,1970,pop,believe want spend rest time mean lean woman like need want world need come need anymore anymore believe want spend rest time mean lean woman like need duel guitar solo molland come need anymore anymore want world ihihi need,39,0.001461989,0.001461988,0.3221082173465402,0.001461988,0.1722346205243133,0.001461988,0.08598547,0.2096437048592189,0.001461988,0.034635263,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,world/life,0.7142857142857143
4252,alive 'n kickin',"tighter, tighter",1970,pop,know give beautiful feel woman touch soul hold baby little tighter hold little tighter baby hold little tighter baby surprise open eye reach take hand baby touch soul woman hold baby little tighter hold little tighter baby hold little tighter baby woman touch soul hold baby little tighter,48,0.2071016494695066,0.001253133,0.001253133,0.001253133,0.001253133,0.1971735515490372,0.4609591332806761,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.081507385,0.001253133,romantic,0.7142857142857143
4256,badfinger,come and get it,1970,pop,want come mmmm mind fast want anytime better hurry cause hear catch walk away fool money want come better hurry cause go fast want come mmmm mind fast want anytime better hurry cause hear catch walk away fool money want come better hurry cause go fast better hurry cause go fast fool money want come better hurry cause go fast better hurry cause go fast better hurry cause go fast,70,0.072700616,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.4049218316651885,0.000892061,0.000892061,0.000892061,0.000892061,0.1554448723427904,0.1005400523129654,obscene,0.7142857142857143
4258,dave edmunds,slipping away,1970,pop,feel slip away little hold believe want slip away slip away feel like walk long dark road talk ride city head hold high watch slip away slip away gonna hold tomorrow bring slip away wipe tear eye slip away slip away,41,0.001283697,0.001283697,0.047021271,0.001283697,0.001283697,0.022406663,0.050413961,0.001283697,0.001283697,0.001283697,0.1800668943863946,0.001283697,0.001283697,0.6317298905086083,0.001283697,sadness,0.7142857142857143
4260,harry nilsson,the game,1970,pop,national past time land point game call triangle toss triangle toss game people point head object game toss triangle opposite field catch point head oblio point throw triangle arrow jump shoulder opposite field arrow make catch point head kid think alright oblio arrow compete team evil count count insist triangle toss game people point head oblio obviously fall category allow play settle dispute decide contest best toss catch oblio play count oblio wouldn allow play bring game,77,0.001119821,0.343241212,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.3718890552711364,0.001119821,0.1874491070394748,0.001119821,0.048463777,0.001119821,0.001119821,obscene,0.7142857142857143
4262,john cale,gideon's bible,1970,pop,hold eye things exist peer cut wrist grand mother greedy roll cotton ship carpet pillow throttle children callously messy lie die force china felt smile die think china hold pull golden rob foreign language stretch verbs nouns greet felt blade deep confuse emotions strike wall china lie die force china felt smile die think china hold,56,0.001879699,0.3399585763964501,0.001879699,0.001879699,0.001879699,0.001879699,0.164026902,0.1749911457604024,0.001879699,0.001879699,0.001879699,0.1409312072196433,0.085190482,0.001879699,0.001879699,violence,0.7142857142857143
4278,glen campbell,it's only make believe,1970,pop,people think care deceive know believe prayer care hop dream come true know prayer someday care believe hop dream come true life heart wed ring heart control rule soul plan hop scheme dream believe prayer care hop dream come true know prayer someday care believe,45,0.001349528,0.001349528,0.610843162,0.001349528,0.001349528,0.001349528,0.001349528,0.2086308769083206,0.001349528,0.032752519,0.001349528,0.001349528,0.001349528,0.088961928,0.001349528,world/life,0.7142857142857143
4293,nico,janitor of lunacy,1970,pop,janitor lunacy paralyze infancy petrify cradle bring janitor tyranny testify vanity mortalize memory deceive devil deed tolerate jealousy recognize desperate need janitor lunacy identify destiny revive live dream forgive beg scream seal give seed disease breathe grief,37,0.004784689,0.2864225599220934,0.6322377237814171,0.004784689,0.004784691,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,world/life,0.7142857142857143
4294,joan baez,i live one day at a time,1970,pop,live time dream dream time yesterday dead tomorrow blind live time surprise home know miss go long plan stay cross mind live time live time dream dream time yesterday dead tomorrow blind live time swallow flyin cloudy searchin patch high long follow time live time live time dream dream time yesterday dead tomorrow blind live time live time,58,0.000974659,0.1051223036126028,0.5393302289562204,0.2896342721765155,0.000974659,0.000974659,0.000974659,0.000974659,0.000974659,0.020646039,0.000974659,0.000974659,0.000974659,0.000974659,0.031621932,world/life,0.7142857142857143
4301,harry nilsson,the pointed man,1970,pop,finally travellers reach appear entrance pointless huge barrier small sign base read barrier oblio arrow encounter pointless point depend point view pointlees point hundreds point different directions quickly point point direction point speak point know pointless things oblio arrow notice pointless leave tree point tree point infact branch tree point different directions little strange pointless point disappear oblio arrow leave stand wonder suddenly aware strange sound come north look giant swarm be head straight seek cover jump inside hollow be attack jar loose tumble steep careen crash finally base unusual pile infact say happenin boys look like pretty shake goofin beeeeez oblio tell banish ask wether pointless say babe nuthin pointless game thing wanna hear wanna hear paris delhi want hear want hear fell soundly asleep leave oblio arrow continue pointless suddenly arrow run yards ahead oblio disappear hole point return,141,0.020120581,0.4665027374623029,0.000711238,0.000711238,0.000711238,0.010263513,0.000711238,0.2478643258345268,0.000711238,0.000711238,0.1090475938153227,0.000711238,0.089559541,0.000711238,0.000711238,violence,0.7142857142857143
4310,the beach boys,add some music to your day,1970,pop,sunday morning gospel go good soul blue folk country like roll stone world come everybody music music music didit didit hear walk neighbor home hear faintly distance phone sit dentist chair music music music music music music doctor know keep calm preacher add psalm music music music music music like companion music music lonely soul oooo close tire eye close tire music soul movie feel touch heart summertime hear children chase cream cart play wed million ways music,78,0.000907441,0.000907441,0.032792194,0.000907441,0.030162894,0.000907441,0.054362032,0.000907441,0.000907441,0.5521306047394087,0.071628778,0.000907441,0.021392045,0.06509477,0.050445081,music,0.7142857142857143
4313,free,mr. big,1970,pop,work hard everyday come rain shine need tell bout girl save lie better watch hang great hole grind care explain come want thing want lose cool watch baby hang great hole grind better watch hang great hole grind,38,0.073051971,0.3025237509249314,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.1873647084098598,0.1898640015476153,0.001349528,0.001349528,0.040714566,0.070925444,0.001349528,0.001349528,violence,0.7142857142857143
4314,harry nilsson,are you sleeping?,1970,pop,sleep hear know matter hear morning come morning tell goodbye even break wonder wonder time time time time time time time time time time time time even night time decide stay inside know know know know know sleep hear know matter hear morning come,44,0.001169591,0.001169591,0.001169591,0.485371386,0.001169591,0.001169591,0.025579582,0.2756925193217509,0.001169591,0.1502141637357122,0.001169591,0.001169591,0.001169591,0.046768079,0.001169591,night/time,0.7142857142857143
4315,bob dylan,day of the locusts,1970,pop,bench stain tear perspiration birdie fly tree tree little conversation step stage pick degree locusts sing distance yeah locusts sing sweet locusts sing distance yeah locusts sing sing glance chamber judge talk darkness smell like tomb ready leave walk time look light room locusts sing yeah chill locusts sing sweet locusts sing high whine trill yeah locusts sing sing outside truck unload weather anearly degrees stand head explode pray piece wouldn fall yeah locusts sing distance yeah locusts sing sweet locusts sing distance locusts sing sing robe pick diploma take hold sweetheart away drive straight hill black hill dakota sure alive locusts sing chill yeah locusts sing sweet locusts sing high whine trill yeah locusts sing sing sing sing,119,0.000701754,0.077095979,0.000701754,0.023427976,0.114682939,0.000701755,0.023485431,0.000701754,0.000701754,0.4260901869827964,0.2120052619085194,0.060778569,0.000701754,0.054714359,0.000701754,music,0.7142857142857143
4327,ike & tina turner,workin' together,1970,pop,call sisters brothers regardless race creed color problems world solve little hearts workin change workin help better things hate aside guide little change little change people dislike bear different color protest war cause people free workin change workin help better things hate aside guide little change little change world survive hop world surely surely people like speak right world light workin change workin help better things hate aside guide little change little change little change workin change little change workin help better things stick things better yeah yeah yeah workin change little change workin help better things little little workin change little workin help better things,106,0.000666223,0.000666223,0.5023437954255224,0.000666223,0.044591195,0.243561067,0.000666223,0.000666223,0.09127125,0.000666223,0.000666223,0.016547637,0.093024162,0.000666223,0.000666223,world/life,0.7142857142857143
4335,the beach boys,tears in the morning,1970,pop,tear morning tear tear morning go tell tear know warn tear tear tear warn remind miss move europe pack warmth take soul damn sure lonely take cold lose wife change life cancel future hard go go go forever baby gonna tear morning tear tear morning go tell tear know warn tear tear tear warn remind miss know candle heart glow night feel light go stand heart believe choose load guess hold sorrow feel tear morning tear tear morning go tell tear know warn tear tear tear warn remind miss tear tear morning tear tear morning go tell tear know warn tear tear tear warn remind miss miss,107,0.011548408,0.000506073,0.054296095,0.000506073,0.000506073,0.000506073,0.000506073,0.098892138,0.000506073,0.000506073,0.037985079,0.033871602,0.000506073,0.5295425563013871,0.2176912141138404,sadness,0.7142857142857143
4339,the moody blues,how is it (we are here),1970,pop,path walk world pointless fear fill talk descend ape think save tremble brink mighty minemachines dig grind steal rare minerals concrete cave iron doors bury starve frighten world fill grain like burn inside higher deny send share mighty minemachines dig grind steal rare minerals concrete cave iron doors bury starve frighten world fill grain,54,0.002024292,0.4762270099469871,0.2011313227638705,0.002024292,0.002024292,0.002024291,0.002024292,0.060479921,0.002024292,0.002024292,0.002024292,0.1037688712650489,0.1300527936490406,0.002024292,0.002024292,violence,0.7142857142857143
4342,andy williams,happy heart,1970,pop,certain sound follow close hear sound lovers discover heart hear sing loud sing clear near heart away night arm want stay feel like felt change life compeltely music fill soul lose control half heart hear sing loud sing clear near heart away night arm want stay,46,0.001196172,0.001196172,0.087602051,0.001196172,0.001196172,0.001196172,0.1434850094612237,0.001196172,0.001196172,0.3566406382310315,0.001196172,0.001196172,0.001196172,0.3268491885207327,0.001196172,music,0.7142857142857143
4343,badfinger,walk out in the rain,1970,pop,walk rain cloud hide pain baby thousand tear give rain away lonely room stay world know hurt away live life pretend couldn care cope live life relive precious time know pain feel good walk rain cloud hide pain baby thousand tear give rain away lonely room stay world know hurt change mind know baby sorrow pain walk rain,58,0.065259113,0.00093985,0.2285161318216099,0.00093985,0.00093985,0.00093985,0.00093985,0.00093985,0.00093985,0.00093985,0.00093985,0.00093985,0.00093985,0.5818203824330352,0.024915508,sadness,0.7142857142857143
4344,electric light orchestra,queen of the hours,1971,pop,queen hours lie wait wind blow away veil time slowly thread start unwind queen hours path time time clock shall tell tale black night come east cause land sleep rid carve message creek queen hours path time time clock shall tell tale death wish night pass away leave sacred open grave bow life unto queen hours queen hours path time time clock shall tell tale,65,0.001031992,0.1623919216794917,0.001031992,0.4126284620186708,0.001031992,0.001031992,0.001031992,0.051898249,0.001031992,0.001031992,0.071940226,0.001031992,0.1127001405971656,0.094949256,0.001031992,night/time,0.7
4346,poco,what if i should say i love you,1971,pop,spend time tell thinkin know look wonderin thing know breakin heart know heart baby steal away heart moment start look world suddenly want know breakin heart know heart maybe someday go wonderin wrong begin go,35,0.072077968,0.001697793,0.1004834663639462,0.001697793,0.001697793,0.001697793,0.001697793,0.3867432085192394,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.3747509983157168,0.042175258,sadness,0.7
4354,three dog night,jam,1971,pop,baby lord feel touch summertime love fall home ball feel right feel right feel right feel right feel right feel right feel baby feel feel baby feel wanna clap hand wanna clap hand feel feel feel right feel right feel right feel right,43,0.09829686,0.001283697,0.001283697,0.2418117908947477,0.001283697,0.032467009,0.090550604,0.001283697,0.028360086,0.001283697,0.001283697,0.001283697,0.001283697,0.026910898,0.4152324313712586,feelings,0.7
4356,the mamas & the papas,pearl,1971,pop,tonight wish wish wish wish tonight banker daughter runaway girl little lady honkytonk someplace world feel home banker daughter hard deceive little lady hard honkytonk wear heart sleeve heart grow cold tonight wish wish wish wish tonight wish runaway girl prayer honkytonk find someplace outta world feel home tonight wish wish tonight tonight wish wish wish wish wish wish tonight,60,0.067235608,0.001144165,0.001144165,0.2001740970411317,0.001144165,0.1130457593550161,0.001144165,0.001144165,0.001144165,0.001144165,0.001144165,0.001144165,0.001144165,0.4713060382415624,0.001144165,sadness,0.7
4357,paul revere & the raiders,the shape of things to come,1971,pop,rise angry voice cry afraid world believe blind deaf dumb change shape things come change lie ahead road thoughts ready wait explode tomorrow today bell toll change shape things come future come sweet strong gonna hold long dream crowd realities revolution sweep like fresh breeze world believe blind deaf dumb change shape things change shape things change shape things come rise angry voice cry afraid world believe blind deaf dumb change shape things change shape things come change shape things change shape things change shape things come,87,0.000835422,0.1840191758092177,0.6713745469182862,0.029252281,0.000835422,0.000835422,0.02598141,0.000835422,0.000835422,0.000835422,0.000835422,0.061329012,0.000835422,0.000835422,0.000835422,world/life,0.7
4359,walter wanderley,angelique,1971,pop,soon start make go hard hear knock knock knock wall soon deep get knock knock knock wall girl legs shake swear break headboard headboard feel good girl know proud look lovely face scream loud neighbor know scream scratch yell neighbor know stress sex neighbor know neighbor know pillow right grab know excite bite hear know capable make music loud scream shout girl body problem problem solver phone charger ring night knock upset neighbor know scream scratch yell neighbor know stress sex neighbor know neighbor know bang body bang wall dream scream bang door say neighbor know trigga cause body bust think shit cuss neighbor know scream scratch yell neighbor know stress sex neighbor know neighbor know neighbor know neighbor know scream scratch yell neighbor know stress sex neighbor know neighbor know scream whoa girl bang wall gonna change neighbor know,140,0.000591366,0.3469282123394218,0.000591366,0.000591366,0.012581111,0.000591366,0.028840196,0.3613953779907364,0.042967891,0.056636566,0.000591366,0.000591366,0.01097613,0.000591366,0.027126819,violence,0.7
4364,can,mushroom,1971,pop,mushroom head mushroom head mushroom head bear dead bear dead mushroom head mushroom head mushroom head bear dead bear dead gonna despair gonna despair gonna despair sky sky sky bear bear dead bear dead bear dead bear dead bear dead bear dead mushroom head mushroom head mushroom head mushroom head bear dead bear dead gonna despair gonna despair gonna despair gonna despair mushroom head mushroom head mushroom head bear dead bear dead bear dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead,106,0.000604961,0.7296812044380302,0.000604961,0.000604961,0.000604961,0.000604961,0.000604961,0.000604961,0.000604961,0.000604961,0.000604961,0.035773412,0.144406243,0.000604961,0.000604961,violence,0.7
4366,the hollies,what a life i've led,1971,pop,doggone mean wear black eye green tell kill piece gold life real oughta dead life real mean cheat lie leave dead girls cry ride dodge go steal railmen leave streets grand gold guard dead life real oughta dead life real mean cheat lie leave dead girls cry heart stone wise leave live life lonely horse fine sixgun live love know great pain know sing life real oughta dead life real mean cheat lie leave dead girls cry life real oughta dead life real mean cheat lie leave dead girls cry,90,0.000692521,0.3055094091432754,0.176616488,0.000692521,0.000692521,0.000692521,0.015352219,0.066573758,0.000692521,0.015182313,0.067104194,0.000692521,0.000692521,0.1607762533970742,0.1153346561202829,violence,0.7
4368,wings,dear friend,1971,pop,dear friend time borderline mean afraid true dear friend throw wine friend truly young newly fool true afraid true dear friend time borderline mean afraid true dear friend throw wine friend truly young newly fool true afraid true,38,0.001594896,0.001594896,0.001594896,0.001594897,0.001594896,0.001594896,0.3198402168565509,0.4198986273309157,0.001594896,0.001594896,0.001594896,0.001594896,0.064554662,0.1717830483218533,0.001594896,romantic,0.7
4370,status quo,gerdundula,1971,pop,leave search come search come want women pass women pass reason know answer leave,14,0.143067838,0.003508772,0.4606046010880159,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.2708567067764948,0.003508772,0.003508772,0.003508772,0.003508772,world/life,0.7
4380,laura nyro,the bells,1971,pop,hear bell leave hear bell hear bell leave hear bell hear hear lips kiss hear bell darling hear kiss feel tingle hear bell darling hear kiss yeah hear bell ring say like thing want remember leave believe insane hear bell hear bell hear bell,44,0.001547988,0.001547988,0.001547988,0.001547988,0.032014323,0.001547988,0.1863198377435662,0.1855726388078563,0.001547988,0.5248854337443222,0.001547988,0.001547988,0.001547988,0.001547988,0.027787234,music,0.7
4384,the moody blues,after you came,1971,pop,begin dream bless come regret things want life font spirit grow come earth dream ceiling home best miss help reach wall fall short time join eternity split like rain rise rise shall know control time pass trap peace understand come go leave guess depress know time little press laugh hurt away hard touch reach wall fall begin dream bless come regret things want life font spirit grow come earth dream ceiling home best miss help reach wall fall,78,0.065589802,0.000762777,0.3341290668000375,0.000762777,0.000762777,0.061993692,0.000762777,0.000762777,0.000762777,0.000762777,0.000762777,0.072230789,0.1391634337148061,0.2063647948733283,0.043151941,world/life,0.7
4385,badfinger,it's over,1971,pop,pack go away go home thank people stay go home feel like feel like spend time thank go home thank feel like feel like spend time thank go home thank,30,0.001697793,0.001697793,0.308441247,0.081662502,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.1779291855608667,0.001697793,0.001697793,0.001697793,0.001697793,0.2851059727837432,world/life,0.7
4386,laura nyro,jimmy mack,1971,pop,comin better hurry arm miss lips feel try hard true promise keep comin try wear resistance comin hear better hurry call phone time heart stop listenin loneliness reachin friend comin hear better hurry comin better hurry get stronger hold longer tryin hard true talk sweet comin hear better hurry comin better hurry comin get stronger better hurry comin get stronger better hurry comin get stronger better hurry comin get stronger better hurry,72,0.000974659,0.000974659,0.000974659,0.000974659,0.000974659,0.01689098,0.1428218768442111,0.1828876947216819,0.642779564,0.000974659,0.000974659,0.000974659,0.000974659,0.000974659,0.000974659,obscene,0.7
4389,wings,i am your singer,1971,pop,song linger song singer song singer someday sing away go wing sing sing song song sing harmonies linger singer sing song,21,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.8748923115545906,0.003289474,0.069186633,0.003289474,0.003289476,0.003289474,music,0.7
4390,wings,tomorrow,1971,pop,baby tomorrow hold hand abandon sorrow away tomorrow baby lazy sunday pound hang till monday baby sunday bring bread cheese shady spot beneath tree catch breath country pretty finger hair tomorrow abandon sorrow baby tomorrow week steal borrow away tomorrow pray sky speak rainbows eye weather feel fine spoil plan tomorrow abandon sorrow baby tomorrow hold hand abandon sorrow baby tomorrow away tomorrow baby tomorrow baby tomorrow baby tomorrow baby tomorrow,71,0.1919114162179142,0.000892061,0.3780051523763434,0.000892061,0.000892061,0.000892061,0.059107387,0.000892061,0.000892061,0.000892061,0.1948221736603249,0.080755934,0.000892061,0.083801148,0.000892061,world/life,0.7
4392,badfinger,sometimes,1971,pop,wait smile feel make wanna tell fool play time days fine cloudburst put line crime tomorrow sorrow pain pain sorrow pain pain sorrow pain reason believe soul soul tomorrow sorrow pain pain sorrow pain pain sorrow pain reason believe soul soul yeah wait smile feel make wanna tell gotta tell,50,0.001074114,0.001074114,0.2865981751765043,0.097024392,0.022332033,0.001074114,0.001074114,0.076881104,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.4031595147360753,0.001074114,sadness,0.7
4393,flamin' groovies,have you seen my baby?,1971,pop,see baby avenue know drivin crazy funny things see milkman drivin street baby milkman send home hold hold hold hold hold hold know long go hold hold hold see gypsies dancin unfaithful good say talk strangers baby say talk strangers wanna stranger hold hold hold hold hold hold know long go hold hold hold hold hold hold alright,58,0.090408776,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.4953386421926691,0.2225783380900619,0.001074114,0.001074114,0.076806124,0.001074114,0.001074114,0.001074114,0.053749196,romantic,0.7
4395,gene clark,with tomorrow,1971,pop,like dream reality think dream near think leave go believe tomorrow borrow moment sorrow dream tomorrow time look reason descriptions place mind tell real things taste feel tomorrow borrow moment sorrow dream tomorrow,33,0.001754386,0.001754386,0.6967132154152242,0.001754386,0.001754386,0.001754386,0.001754386,0.094229202,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.091286039,world/life,0.7
